Index,Date time,Duration,Source IP,Destination IP,Source Port,Destination Port,Protocol,Flag,Forwarding status,ToS,Packets,Bytes,Label
91599,2016-07-31 05:54:05,0.004,42.219.154.97,106.150.228.7,80,14630,TCP,.AP...,0,2,7,9400,background
91699,2016-07-31 06:01:42,0.44,61.150.83.183,42.219.156.211,64761,80,TCP,.AP.SF,0,0,5,593,background
91799,2016-07-31 06:08:58,2.912,42.219.159.90,67.180.174.197,58179,445,TCP,....S.,0,0,2,96,background
91899,2016-07-31 06:14:19,0.0,143.72.8.137,42.219.145.114,53,52525,UDP,.A....,0,0,1,126,background
91999,2016-07-31 06:21:22,0.0,42.219.154.157,143.72.4.250,40819,53,UDP,.A....,0,0,1,61,background
92099,2016-07-31 06:27:18,0.004,85.220.220.238,42.219.155.70,59540,53413,UDP,.A....,0,72,2,197,background
92199,2016-07-31 06:34:38,0.0,42.219.159.194,106.152.120.58,55513,53,UDP,.A....,0,0,1,88,background
92299,2016-07-31 06:42:07,0.216,42.219.156.211,201.169.150.68,80,53323,TCP,.AP.SF,0,0,4,845,background
92399,2016-07-31 06:49:45,0.26,42.219.153.21,62.11.161.246,80,33643,TCP,.AP.SF,0,0,24,27758,background
92499,2016-07-31 06:54:44,0.0,152.55.241.22,42.219.153.62,2180,53,UDP,.A....,0,72,1,71,background
92599,2016-07-31 07:02:23,0.104,202.20.44.170,42.219.159.88,80,40209,TCP,.AP.S.,0,72,6,639,background
92699,2016-07-31 07:09:59,2.268,70.186.55.106,42.219.155.28,26580,443,TCP,.APRSF,0,0,12,2849,background
92799,2016-07-31 07:17:33,0.328,216.62.102.101,42.219.156.211,49749,80,TCP,.AP.SF,0,0,5,594,background
92899,2016-07-31 07:24:53,6.0,42.219.155.59,208.90.107.251,1029,161,UDP,.A....,0,0,12,852,background
92999,2016-07-31 07:32:38,1.304,74.196.179.229,42.219.155.28,50008,443,TCP,.APRSF,0,0,12,2861,background
93099,2016-07-31 07:40:32,3.044,42.219.159.90,197.29.71.25,62256,445,TCP,....S.,0,0,2,96,background
93199,2016-07-31 07:48:17,0.0,204.97.138.47,42.219.153.7,65492,53,UDP,.A....,0,0,1,85,background
93299,2016-07-31 07:55:19,15.036,42.219.153.27,131.138.58.31,50578,55496,UDP,.A....,0,0,4,392,background
93399,2016-07-31 08:02:21,0.0,143.72.8.137,42.219.154.116,53,45017,UDP,.A....,0,0,1,143,background
93499,2016-07-31 08:09:01,0.0,42.219.154.130,143.72.4.250,56323,53,UDP,.A....,0,0,1,62,background
93599,2016-07-31 08:16:06,1.004,42.219.158.178,96.89.244.116,80,55468,TCP,.AP.S.,0,0,12,14608,background
93699,2016-07-31 08:23:37,0.0,98.135.201.166,42.219.159.194,17876,53,UDP,.A....,0,72,1,69,background
93799,2016-07-31 08:30:59,0.0,42.219.154.116,143.72.8.137,32784,53,UDP,.A....,0,0,1,71,background
93899,2016-07-31 08:38:25,5.924,211.214.139.102,42.219.156.211,44699,80,TCP,.AP.SF,0,40,6,715,background
93999,2016-07-31 08:46:03,2.98,42.219.159.90,77.40.0.46,13475,445,TCP,....S.,0,0,2,96,background
94099,2016-07-31 08:53:34,2.944,42.219.159.95,103.156.144.254,63303,445,TCP,....S.,0,0,2,96,background
94199,2016-07-31 09:00:54,0.0,42.219.159.82,211.38.160.143,8000,51418,TCP,.A....,0,0,1,52,background
94299,2016-07-31 09:08:05,0.0,42.219.153.62,56.235.93.109,53,64411,UDP,.A....,0,0,1,145,background
94399,2016-07-31 09:15:11,5.624,42.219.158.180,213.182.253.247,80,43888,TCP,.APRSF,0,0,24,25336,background
94499,2016-07-31 09:22:31,2.176,43.164.40.122,42.219.159.88,443,63095,UDP,.A....,0,0,4,1786,background
94599,2016-07-31 09:30:05,16.792,201.170.182.0,42.219.156.211,61355,443,TCP,.AP.SF,0,0,6,532,background
94699,2016-07-31 09:37:16,1.548,65.120.68.172,42.219.155.28,24129,443,TCP,.APRSF,0,0,12,2861,background
94799,2016-07-31 09:44:41,0.32,165.129.22.35,42.219.156.211,42231,80,TCP,.AP.SF,0,0,6,689,background
94899,2016-07-31 09:51:51,2.028,42.219.156.211,223.82.151.63,80,45018,TCP,.AP.SF,0,0,4,1288,background
94999,2016-07-31 09:59:09,0.844,42.219.156.211,217.187.112.169,80,50544,TCP,.AP.SF,0,0,4,844,background
95099,2016-07-31 10:06:03,2.524,42.219.155.28,74.59.252.108,443,51854,TCP,.APRSF,0,0,12,3448,background
95199,2016-07-31 10:12:51,0.0,204.97.73.34,42.219.153.62,53754,53,UDP,.A....,0,0,1,56,background
95299,2016-07-31 10:19:50,1.128,42.219.145.240,212.112.218.252,25,38921,TCP,.AP.SF,0,0,13,1137,background
95399,2016-07-31 10:27:04,5.084,42.219.156.198,223.57.46.226,80,52434,TCP,.AP.SF,0,0,4,938,background
95499,2016-07-31 10:33:59,0.448,42.219.153.89,194.7.234.145,63169,80,TCP,.AP.S.,0,0,7,720,background
95599,2016-07-31 10:41:03,10.26,42.219.154.97,60.242.232.73,80,40487,TCP,.AP.SF,0,0,10,7195,background
95699,2016-07-31 10:47:50,0.0,42.219.159.92,143.72.8.137,62253,53,UDP,.A....,0,0,1,68,background
95799,2016-07-31 10:54:50,0.0,204.97.73.33,42.219.154.133,64825,53,UDP,.A....,0,0,1,85,background
95899,2016-07-31 11:01:54,0.324,216.35.138.173,42.219.156.211,54833,80,TCP,.AP.SF,0,0,5,616,background
95999,2016-07-31 11:08:51,1.968,70.210.178.208,42.219.155.28,7260,443,TCP,.APRSF,0,0,12,2861,background
96099,2016-07-31 11:15:51,0.0,143.72.4.250,42.219.159.85,53,47044,UDP,.A....,0,0,1,81,background
96199,2016-07-31 11:22:38,15.0,217.63.103.249,42.219.159.120,38464,60214,ESP,.A....,0,104,3,456,background
96299,2016-07-31 11:29:16,0.0,42.219.153.62,185.24.154.20,53,46781,UDP,.A....,0,0,1,231,background
96399,2016-07-31 11:35:54,0.0,42.219.154.129,143.72.8.137,56854,53,UDP,.A....,0,0,1,56,background
96499,2016-07-31 11:42:13,0.0,143.72.8.137,42.219.154.105,53,58047,UDP,.A....,0,0,1,140,background
96599,2016-07-31 11:48:40,3.652,74.158.27.89,42.219.155.28,20882,443,TCP,.APRSF,0,0,13,2681,background
96699,2016-07-31 11:55:05,0.0,42.219.159.106,143.72.4.250,10002,53,UDP,.A....,0,0,1,68,background
96799,2016-07-31 12:01:09,0.0,143.72.4.250,42.219.154.167,53,58911,UDP,.A....,0,0,1,137,background
96899,2016-07-31 12:07:28,2.984,42.219.159.90,157.35.13.61,54665,445,TCP,....S.,0,0,2,96,background
96999,2016-07-31 12:13:35,0.664,42.219.159.92,145.135.194.146,57760,443,TCP,.AP.SF,0,0,20,1861,background
97099,2016-07-31 12:19:42,0.668,244.168.235.237,42.219.159.85,443,26898,TCP,.AP.S.,0,0,8,751,background
97199,2016-07-31 12:25:56,0.0,42.219.156.211,131.137.31.39,443,48617,TCP,...R..,0,0,1,40,background
97299,2016-07-31 12:32:21,0.0,42.219.159.85,79.245.194.202,39557,80,TCP,.A....,0,0,1,52,background
97399,2016-07-31 12:38:49,0.012,42.219.155.105,36.50.44.138,110,36299,TCP,.AP.SF,0,0,3,222,background
97499,2016-07-31 12:45:44,2.96,42.219.159.95,63.215.187.184,55923,445,TCP,....S.,0,0,2,96,background
97599,2016-07-31 12:52:36,0.584,32.77.16.156,42.219.159.95,445,20409,TCP,.AP.SF,0,0,4,420,background
97699,2016-07-31 12:59:47,0.0,42.219.156.243,219.198.178.36,22001,47631,TCP,.AP...,0,0,1,54,background
97799,2016-07-31 13:06:08,17.976,65.43.249.95,42.219.149.28,4747,23,TCP,....S.,0,72,3,180,background
97899,2016-07-31 13:12:46,0.0,64.110.162.137,42.219.155.28,37875,443,TCP,...R..,0,8,1,40,background
97999,2016-07-31 13:19:38,3.064,42.219.159.90,197.58.89.119,17205,445,TCP,....S.,0,0,2,96,background
98099,2016-07-31 13:26:36,4.236,216.48.198.236,42.219.156.211,50758,80,TCP,.AP.S.,0,0,5,660,background
98199,2016-07-31 13:33:19,4.108,42.219.156.211,220.73.106.77,443,4491,TCP,.AP.SF,0,0,7,1396,background
98299,2016-07-31 13:40:20,0.0,208.65.237.182,42.219.159.71,59468,52458,TCP,.A.R..,0,0,1,40,background
98399,2016-07-31 13:47:25,4.16,42.219.156.211,131.136.202.189,80,57245,TCP,.AP.SF,0,0,4,890,background
98499,2016-07-31 13:54:42,0.0,42.219.153.6,127.39.52.73,123,123,UDP,.A....,0,0,1,76,background
98599,2016-07-31 14:01:54,0.004,143.72.8.137,42.219.155.103,53,45065,UDP,.A....,0,0,2,191,background
98699,2016-07-31 14:08:45,0.0,42.219.154.105,213.44.246.161,53,27137,UDP,.A....,0,0,1,151,background
98799,2016-07-31 14:15:43,0.0,202.26.8.197,42.219.156.243,44742,22011,TCP,.AP...,0,0,1,54,background
98899,2016-07-31 14:22:36,0.36,187.144.237.41,42.219.155.59,443,59669,TCP,.AP...,0,72,2,165,background
98999,2016-07-31 14:29:36,0.008,36.50.44.138,42.219.155.118,55725,23,TCP,.A..SF,0,0,3,164,background
99099,2016-07-31 14:36:44,0.0,42.219.154.101,165.133.210.207,43610,8121,TCP,.A....,0,64,1,52,background
99199,2016-07-31 14:44:01,0.552,100.4.215.115,42.219.157.23,54779,80,TCP,.AP.SF,0,40,13,987,background
99299,2016-07-31 14:51:44,0.0,42.219.158.226,85.236.127.155,53,60303,UDP,.A....,0,0,1,126,background
99399,2016-07-31 14:58:42,0.0,42.219.155.116,36.50.44.138,0,0,ICMP,.A....,0,0,1,32,background
99499,2016-07-31 15:05:59,0.284,216.62.39.155,42.219.156.211,55669,80,TCP,.AP.SF,0,0,5,659,background
99599,2016-07-31 15:13:06,15.068,165.164.144.239,42.219.156.211,56897,80,TCP,.AP.SF,0,0,6,688,background
99699,2016-07-31 15:20:10,0.176,42.219.155.102,133.132.7.206,110,62678,TCP,.AP.SF,0,0,9,492,background
99799,2016-07-31 15:27:07,0.0,204.97.143.195,42.219.154.130,42932,53,UDP,.A....,0,0,1,73,background
99899,2016-07-31 15:34:11,0.08,209.34.75.166,42.219.156.211,2477,80,TCP,.AP.SF,0,0,5,615,background
99999,2016-07-31 15:40:35,0.0,42.219.152.249,204.97.46.242,53,58327,UDP,.A....,0,0,1,93,background
100099,2016-07-31 15:46:48,1.0,75.179.204.233,42.219.154.106,53064,80,TCP,....S.,0,72,2,120,background
100199,2016-07-31 15:52:48,3.612,42.219.155.28,70.211.164.189,443,3626,TCP,.APRSF,0,0,10,3344,background
100299,2016-07-31 15:58:26,2.956,42.219.159.90,198.180.186.151,63278,445,TCP,....S.,0,0,2,96,background
100399,2016-07-31 16:04:19,0.512,197.34.213.233,42.219.155.181,42578,443,TCP,.AP.SF,0,0,9,903,background
100499,2016-07-31 16:10:35,0.0,79.160.60.95,42.219.156.243,43245,22011,TCP,.AP...,0,0,1,54,background
100599,2016-07-31 16:16:47,0.0,143.72.8.137,42.219.154.116,53,55602,UDP,.A....,0,0,1,124,background
100699,2016-07-31 16:23:13,0.0,76.163.221.185,42.219.159.82,49211,8000,TCP,.AP...,0,0,1,84,background
100799,2016-07-31 16:29:23,0.0,143.72.8.137,42.219.154.6,53,44817,UDP,.A....,0,0,1,83,background
100899,2016-07-31 16:36:06,0.0,141.55.159.132,141.180.243.49,65076,445,TCP,....S.,0,0,1,48,background
100999,2016-07-31 16:43:02,0.0,42.219.156.211,211.43.207.40,443,56212,TCP,...R..,0,0,1,40,background
101099,2016-07-31 16:49:41,3.104,42.219.159.95,84.225.32.48,44581,445,TCP,....S.,0,0,2,96,background
101199,2016-07-31 16:56:21,0.156,133.132.7.206,42.219.155.102,62471,110,TCP,.AP.SF,0,0,8,391,background
101299,2016-07-31 17:03:13,0.0,143.72.8.137,42.219.158.161,53,49673,UDP,.A....,0,0,1,80,background
101399,2016-07-31 17:09:52,0.0,185.120.208.15,42.219.153.62,60234,53,UDP,.A....,0,72,1,80,background
101499,2016-07-31 17:16:51,0.0,42.219.159.68,182.104.7.223,1024,41352,UDP,.A....,0,0,1,131,background
101599,2016-07-31 17:23:29,0.0,42.219.154.169,143.72.4.250,44216,53,UDP,.A....,0,0,1,72,background
101699,2016-07-31 17:30:13,0.084,43.164.40.126,42.219.159.85,443,49273,TCP,.AP..F,0,0,3,183,background
101799,2016-07-31 17:36:56,0.0,204.97.29.7,42.219.153.62,39058,53,UDP,.A....,0,0,1,66,background
101899,2016-07-31 17:43:45,0.0,42.219.156.211,67.206.43.83,443,58240,TCP,.A....,0,0,1,40,background
101999,2016-07-31 17:50:30,0.0,42.219.158.177,37.140.236.207,143,48353,TCP,.A....,0,0,1,52,background
102099,2016-07-31 17:57:16,0.224,211.41.39.89,42.219.156.211,52094,80,TCP,.AP.SF,0,0,6,698,background
102199,2016-07-31 18:03:37,0.0,143.72.8.137,42.219.147.178,53,10568,UDP,.A....,0,0,1,107,background
102299,2016-07-31 18:09:31,0.0,36.153.248.247,42.219.155.123,12651,53,UDP,.A....,0,0,1,84,background
102399,2016-07-31 18:16:03,14.816,42.219.154.107,208.91.28.163,80,43057,TCP,.AP.SF,0,0,27,31745,background
102499,2016-07-31 18:22:48,1.312,70.251.199.12,42.219.155.28,58719,443,TCP,.APRSF,0,0,14,2953,background
102599,2016-07-31 18:29:22,0.076,42.219.159.197,202.30.95.255,54003,8291,TCP,.A..SF,0,0,4,172,background
102699,2016-07-31 18:36:48,2.984,42.219.159.90,120.202.217.123,40927,445,TCP,....S.,0,0,2,96,background
102799,2016-07-31 18:43:38,29.024,74.57.245.67,42.219.155.28,18663,443,TCP,.APRSF,0,0,16,3089,background
102899,2016-07-31 18:50:29,0.0,42.219.153.62,213.44.246.162,53,23116,UDP,.A....,0,0,1,152,background
102999,2016-07-31 18:57:58,0.056,213.39.71.235,42.219.157.6,49287,80,TCP,.A...F,0,72,2,104,background
103099,2016-07-31 19:03:53,0.056,143.72.4.250,42.219.154.132,53,54727,UDP,.A....,0,0,2,197,background
103199,2016-07-31 19:08:11,14.152,201.172.107.177,42.219.153.128,35835,80,TCP,.A..S.,0,0,4,216,background
103299,2016-07-31 19:14:45,2.832,42.219.158.180,76.164.167.120,443,11287,TCP,.AP.SF,0,0,9,1072,background
103399,2016-07-31 19:20:19,0.028,36.50.44.138,42.219.155.103,35766,110,TCP,.A..SF,0,0,5,268,background
103499,2016-07-31 19:27:17,0.0,236.19.160.9,42.219.159.194,44299,53,UDP,.A....,0,4,1,56,background
103599,2016-07-31 19:32:08,2.172,42.219.158.226,194.233.72.86,80,41193,TCP,.AP.S.,0,0,16,11193,background
103699,2016-07-31 19:38:37,4.24,201.170.182.0,42.219.156.211,2150,80,TCP,.AP.S.,0,0,5,656,background
103799,2016-07-31 19:44:59,0.0,42.219.159.82,216.34.246.216,8000,54093,TCP,.A....,0,0,1,52,background
103899,2016-07-31 19:51:00,0.892,201.112.223.229,42.219.156.211,54448,443,TCP,.AP.SF,0,0,11,1396,background
103999,2016-07-31 19:57:06,31.272,42.219.156.223,165.164.41.84,80,51724,TCP,.A..S.,0,0,6,360,background
104099,2016-07-31 20:03:08,0.38,194.149.40.7,42.219.155.123,80,55854,TCP,.AP.SF,0,72,5,807,background
104199,2016-07-31 20:09:10,0.132,158.34.66.122,42.219.153.72,0,2048,ICMP,.A....,0,72,3,192,background
104299,2016-07-31 20:15:30,0.0,187.62.15.223,42.219.159.63,80,44562,TCP,.A....,0,72,1,40,background
104399,2016-07-31 20:22:05,6.828,42.219.156.211,211.166.138.209,443,48937,TCP,.AP.SF,0,0,13,6793,background
104499,2016-07-31 20:28:27,0.0,143.72.8.137,42.219.154.108,53,57614,UDP,.A....,0,0,1,126,background
104599,2016-07-31 20:34:25,3.108,42.219.159.95,167.185.57.15,57475,445,TCP,....S.,0,0,2,96,background
104699,2016-07-31 20:40:54,4.044,42.219.156.211,219.110.51.240,443,60894,TCP,.AP.SF,0,0,7,1396,background
104799,2016-07-31 20:47:29,0.0,42.219.156.211,211.63.129.84,443,49358,TCP,.A....,0,0,1,40,background
104899,2016-07-31 20:54:06,1.332,42.219.155.28,50.119.253.52,443,56250,TCP,.APRSF,0,0,9,3292,background
104999,2016-07-31 21:00:50,0.0,54.112.184.151,42.219.148.28,46582,53413,UDP,.A....,0,72,2,197,background
105099,2016-07-31 21:07:01,0.0,42.219.159.92,143.72.4.250,53244,53,UDP,.A....,0,0,1,83,background
105199,2016-07-31 21:13:32,0.0,143.72.8.137,42.219.154.2,53,40478,UDP,.A....,0,0,1,83,background
105299,2016-07-31 21:20:12,0.0,42.219.157.20,37.78.142.242,1723,56511,TCP,.AP...,0,0,1,72,background
105399,2016-07-31 21:26:58,0.0,204.97.28.52,42.219.152.249,33861,53,UDP,.A....,0,0,1,93,background
105499,2016-07-31 21:34:07,2.944,42.219.159.90,53.91.93.101,40793,445,TCP,....S.,0,0,2,96,background
105599,2016-07-31 21:41:06,3.024,42.219.159.90,161.172.10.134,13713,445,TCP,....S.,0,0,2,96,background
105699,2016-07-31 21:48:02,0.78,42.219.156.211,209.56.136.177,443,54695,TCP,.AP.SF,0,0,6,1410,background
105799,2016-07-31 21:55:02,0.0,60.10.192.162,42.219.159.90,445,10406,TCP,.A....,0,72,1,40,background
105899,2016-07-31 22:02:21,0.0,204.97.134.204,42.219.153.62,45213,53,UDP,.A....,0,0,1,66,background
105999,2016-07-31 22:09:17,2.888,42.219.159.90,250.162.223.239,8696,445,TCP,....S.,0,0,2,96,background
106099,2016-07-31 22:15:48,3.1,42.219.159.90,49.31.147.12,61059,445,TCP,....S.,0,0,2,96,background
106199,2016-07-31 22:22:44,0.312,42.219.156.197,204.97.186.216,59716,25,TCP,.APRS.,0,0,9,599,background
106299,2016-07-31 22:29:28,0.0,42.219.154.19,143.72.8.137,49881,53,UDP,.A....,0,0,1,73,background
106399,2016-07-31 22:36:01,0.104,218.147.130.184,42.219.156.211,61848,80,TCP,.AP.SF,0,40,5,650,background
106499,2016-07-31 22:42:47,4.328,211.62.221.174,42.219.156.211,56350,443,TCP,.AP.S.,0,0,10,1199,background
106599,2016-07-31 22:49:15,0.0,218.155.38.225,42.219.148.39,58221,23,TCP,....S.,0,40,1,60,background
106699,2016-07-31 22:56:01,2.96,42.219.159.95,104.160.189.30,23578,445,TCP,....S.,0,0,2,96,background
106799,2016-07-31 23:02:40,0.0,42.219.155.59,106.150.66.76,3280,40017,UDP,.A....,0,0,1,62,background
106899,2016-07-31 23:08:35,0.0,42.219.153.7,37.8.35.17,53,42368,UDP,.A....,0,0,1,260,background
106999,2016-07-31 23:15:07,0.708,42.219.156.211,214.42.51.241,443,62309,TCP,.AP.SF,0,0,6,1346,background
107099,2016-07-31 23:21:46,3.028,42.219.159.90,97.65.232.217,36591,445,TCP,....S.,0,0,2,96,background
107199,2016-07-31 23:28:07,0.552,42.219.156.211,211.166.103.72,80,43585,TCP,.AP.SF,0,0,5,1006,background
107299,2016-07-31 23:34:02,0.008,165.128.204.52,42.219.156.211,35035,443,TCP,.APR..,0,0,2,135,background
107399,2016-07-31 23:40:05,0.0,71.125.241.41,42.219.156.100,49843,53413,UDP,.A....,0,72,1,46,background
107499,2016-07-31 23:46:15,0.0,143.72.4.250,42.219.154.167,53,54360,UDP,.A....,0,0,1,140,background
107599,2016-07-31 23:52:34,0.0,78.160.191.13,42.219.159.92,80,64175,TCP,.A...F,0,40,1,52,background
107699,2016-07-31 23:58:45,2.38,165.13.94.220,42.219.156.239,50898,443,TCP,.AP.SF,0,0,14,2518,background
107799,2016-08-01 00:04:40,15.888,104.101.17.124,42.219.158.180,59100,443,TCP,.AP.SF,0,0,17,2562,background
